trial,noise,A_whether
1,0.4,0.0
2,0.4,0.0
3,0.4,0.676
4,0.4,0.286
5,0.4,1.0
6,0.4,1.0
7,0.4,0.0
8,0.4,1.0
9,0.4,0.69
10,0.4,0.973
11,0.4,1.0
12,0.4,0.0
13,0.4,1.0
14,0.4,1.0
15,0.4,0.12
16,0.4,0.959
17,0.4,0.0
18,0.4,0.013
