trial,noise,A_whether
1,0.5,0.0
2,0.5,0.0
3,0.5,0.651
4,0.5,0.331
5,0.5,0.994
6,0.5,1.0
7,0.5,0.0
8,0.5,1.0
9,0.5,0.665
10,0.5,0.949
11,0.5,1.0
12,0.5,0.0
13,0.5,1.0
14,0.5,1.0
15,0.5,0.149
16,0.5,0.928
17,0.5,0.0
18,0.5,0.029
