trial,noise,A_whether
1,0.8,0.0
2,0.8,0.001
3,0.8,0.583
4,0.8,0.404
5,0.8,0.926
6,0.8,1.0
7,0.8,0.0
8,0.8,1.0
9,0.8,0.584
10,0.8,0.854
11,0.8,1.0
12,0.8,0.0
13,0.8,1.0
14,0.8,1.0
15,0.8,0.285
16,0.8,0.799
17,0.8,0.0
18,0.8,0.194
