trial,noise,A_whether
1,0.2,0.0
2,0.2,0.0
3,0.2,0.397
4,0.2,0.702
5,0.2,1.0
6,0.2,1.0
7,0.2,0.0
8,0.2,1.0
9,0.2,0.817
10,0.2,0.955
11,0.2,0.0
12,0.2,0.999
13,0.2,1.0
14,0.2,1.0
15,0.2,0.143
16,0.2,0.968
17,0.2,0.0
18,0.2,0.0
