trial,noise,A_whether
1,0.9,0.0
2,0.9,0.001
3,0.9,0.572
4,0.9,0.414
5,0.9,0.885
6,0.9,1.0
7,0.9,0.0
8,0.9,1.0
9,0.9,0.576
10,0.9,0.8
11,0.9,1.0
12,0.9,0.0
13,0.9,0.999
14,0.9,1.0
15,0.9,0.313
16,0.9,0.782
17,0.9,0.0
18,0.9,0.245
