trial,noise,A_whether
1,0.6,0.0
2,0.6,0.0
3,0.6,0.613
4,0.6,0.381
5,0.6,0.987
6,0.6,1.0
7,0.6,0.0
8,0.6,1.0
9,0.6,0.642
10,0.6,0.909
11,0.6,1.0
12,0.6,0.0
13,0.6,1.0
14,0.6,1.0
15,0.6,0.195
16,0.6,0.882
17,0.6,0.0
18,0.6,0.07
