trial,noise,A_whether
1,0.8,0.002
2,0.8,0.0
3,0.8,0.48
4,0.8,0.564
5,0.8,0.981
6,0.8,0.999
7,0.8,0.0
8,0.8,1.0
9,0.8,0.611
10,0.8,0.664
11,0.8,0.241
12,0.8,0.773
13,0.8,0.999
14,0.8,0.972
15,0.8,0.38
16,0.8,0.672
17,0.8,0.0
18,0.8,0.031
