trial,noise,A_whether
1,0.4,0.0
2,0.4,0.0
3,0.4,0.466
4,0.4,0.608
5,0.4,1.0
6,0.4,1.0
7,0.4,0.0
8,0.4,1.0
9,0.4,0.685
10,0.4,0.798
11,0.4,0.069
12,0.4,0.935
13,0.4,1.0
14,0.4,1.0
15,0.4,0.312
16,0.4,0.832
17,0.4,0.0
18,0.4,0.0
