trial,noise,A_whether
1,0.7,0.0
2,0.7,0.0
3,0.7,0.593
4,0.7,0.391
5,0.7,0.955
6,0.7,1.0
7,0.7,0.0
8,0.7,1.0
9,0.7,0.604
10,0.7,0.86
11,0.7,1.0
12,0.7,0.0
13,0.7,1.0
14,0.7,1.0
15,0.7,0.256
16,0.7,0.836
17,0.7,0.0
18,0.7,0.146
