trial,noise,A_whether
1,2.0,0.0
2,2.0,0.142
3,2.0,0.492
4,2.0,0.435
5,2.0,0.552
6,2.0,0.987
7,2.0,0.081
8,2.0,0.931
9,2.0,0.524
10,2.0,0.661
11,2.0,0.999
12,2.0,0.001
13,2.0,0.914
14,2.0,0.99
15,2.0,0.438
16,2.0,0.629
17,2.0,0.003
18,2.0,0.629
