trial,noise,A_whether
1,0.1,0.0
2,0.1,0.0
3,0.1,0.256
4,0.1,0.85
5,0.1,1.0
6,0.1,1.0
7,0.1,0.0
8,0.1,1.0
9,0.1,0.963
10,0.1,1.0
11,0.1,0.0
12,0.1,1.0
13,0.1,1.0
14,0.1,1.0
15,0.1,0.015
16,0.1,1.0
17,0.1,0.0
18,0.1,0.0
