trial,noise,A_whether
1,0.7,0.001
2,0.7,0.002
3,0.7,0.477
4,0.7,0.523
5,0.7,0.99
6,0.7,1.0
7,0.7,0.0
8,0.7,1.0
9,0.7,0.596
10,0.7,0.708
11,0.7,0.201
12,0.7,0.812
13,0.7,1.0
14,0.7,0.977
15,0.7,0.379
16,0.7,0.692
17,0.7,0.0
18,0.7,0.012
