trial,noise,A_whether
1,1.0,0.015
2,1.0,0.004
3,1.0,0.475
4,1.0,0.537
5,1.0,0.934
6,1.0,0.994
7,1.0,0.002
8,1.0,0.999
9,1.0,0.559
10,1.0,0.645
11,1.0,0.261
12,1.0,0.721
13,1.0,0.998
14,1.0,0.937
15,1.0,0.428
16,1.0,0.654
17,1.0,0.0
18,1.0,0.091
