trial,noise,A_whether
1,1.7,0.119
2,1.7,0.082
3,1.7,0.47
4,1.7,0.485
5,1.7,0.682
6,1.7,0.914
7,1.7,0.055
8,1.7,0.945
9,1.7,0.532
10,1.7,0.59
11,1.7,0.439
12,1.7,0.549
13,1.7,0.966
14,1.7,0.838
15,1.7,0.473
16,1.7,0.58
17,1.7,0.005
18,1.7,0.304
