trial,noise,A_whether
1,1.3,0.0
2,1.3,0.036
3,1.3,0.546
4,1.3,0.445
5,1.3,0.745
6,1.3,1.0
7,1.3,0.011
8,1.3,0.986
9,1.3,0.545
10,1.3,0.744
11,1.3,1.0
12,1.3,0.0
13,1.3,0.983
14,1.3,1.0
15,1.3,0.361
16,1.3,0.72
17,1.3,0.0
18,1.3,0.427
