trial,noise,A_whether
1,1.4,0.0
2,1.4,0.048
3,1.4,0.533
4,1.4,0.426
5,1.4,0.708
6,1.4,0.999
7,1.4,0.02
8,1.4,0.985
9,1.4,0.585
10,1.4,0.714
11,1.4,1.0
12,1.4,0.0
13,1.4,0.978
14,1.4,0.997
15,1.4,0.38
16,1.4,0.691
17,1.4,0.0
18,1.4,0.467
