trial,noise,A_whether
1,2.0,0.145
2,2.0,0.117
3,2.0,0.472
4,2.0,0.457
5,2.0,0.613
6,2.0,0.86
7,2.0,0.125
8,2.0,0.899
9,2.0,0.511
10,2.0,0.585
11,2.0,0.509
12,2.0,0.524
13,2.0,0.924
14,2.0,0.789
15,2.0,0.477
16,2.0,0.591
17,2.0,0.011
18,2.0,0.383
