trial,noise,A_whether
1,1.5,0.0
2,1.5,0.076
3,1.5,0.555
4,1.5,0.447
5,1.5,0.688
6,1.5,0.998
7,1.5,0.026
8,1.5,0.973
9,1.5,0.563
10,1.5,0.698
11,1.5,1.0
12,1.5,0.0
13,1.5,0.959
14,1.5,0.998
15,1.5,0.384
16,1.5,0.712
17,1.5,0.0
18,1.5,0.509
